count,14.0
mean,6.303571428571429
std,2.730135547896864
min,1.5
10%,3.25
50%,7.25
95%,9.862499999999999
99%,10.772499999999999
max,11.0
median,7.25
skew,-0.1974768057863208
kurtosis,-0.8006649618137591
