time,open,high,low,close,Upper Band,Lower Band,SMA,Volume,RSI,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2024-10-22T04:47:00-04:00,132.73,132.73,132.72,132.72,132.78931326318803,132.67168673681226,132.73050000000015,2990,43.966779723084166,43.966779723084166,38.07585581653277,NaN,NaN,NaN,NaN
2024-10-22T04:48:00-04:00,132.72,132.73,132.7,132.73,132.77960566127481,132.67539433872545,132.72750000000013,1412,47.227160950694426,47.227160950694426,38.97182358920515,NaN,NaN,NaN,NaN
2024-10-22T04:49:00-04:00,132.73,132.74,132.72,132.72,132.7707493235741,132.6782506764262,132.72450000000015,1551,44.442297007191804,44.442297007191804,40.05593509835548,NaN,NaN,NaN,NaN
2024-10-22T04:50:00-04:00,132.73,132.74,132.72,132.73,132.75191924854758,132.6900807514527,132.72100000000015,1631,47.759730575667966,47.759730575667966,41.48801713266859,NaN,NaN,NaN,NaN
2024-10-22T04:51:00-04:00,132.73,132.74,132.72,132.73,132.74828426986136,132.69171573013892,132.72000000000014,4128,47.75973057566797,47.75973057566797,42.640763138272575,NaN,NaN,NaN,NaN
2024-10-22T04:52:00-04:00,132.73,132.73,132.71,132.72,132.74321841322157,132.69378158677867,132.71850000000012,955,44.66652032547541,44.66652032547541,43.062857023947565,NaN,NaN,NaN,NaN
2024-10-22T04:53:00-04:00,132.72,132.74,132.72,132.74,132.74321841233854,132.69378158766176,132.71850000000015,656,51.44039827889021,51.44039827889021,43.73606133546353,NaN,NaN,NaN,NaN
2024-10-22T04:54:00-04:00,132.74,132.75,132.74,132.75,132.74741057007225,132.69158942992806,132.71950000000015,1767,54.443398679542405,54.443398679542405,44.932312380345856,NaN,NaN,NaN,NaN
2024-10-22T04:55:00-04:00,132.75,132.75,132.73,132.73,132.74775817486784,132.69424182513245,132.72100000000015,4067,48.04406574288757,48.04406574288757,45.43802465141926,NaN,NaN,NaN,NaN
2024-10-22T04:56:00-04:00,132.74,132.74,132.73,132.74,132.74739560470255,132.69960439529774,132.72350000000014,1497,51.136689260382745,51.136689260382745,46.32109289219703,NaN,NaN,NaN,NaN
2024-10-22T04:57:00-04:00,132.74,132.75,132.74,132.75,132.74999999769614,132.7020000023042,132.72600000000017,1521,54.08026969495937,54.08026969495937,47.41441687830169,NaN,NaN,NaN,NaN
2024-10-22T04:58:00-04:00,132.74,132.77,132.74,132.76,132.7559999985031,132.7000000014972,132.72800000000015,3755,56.87782305510779,56.87782305510779,48.45220102873056,NaN,NaN,NaN,NaN
2024-10-22T04:59:00-04:00,132.77,132.77,132.75,132.75,132.7585972957923,132.699402704208,132.72900000000016,1254,53.37588225430849,53.37588225430849,49.418809995128235,NaN,NaN,NaN,NaN
2024-10-22T05:00:00-04:00,132.75,132.76,132.74,132.76,132.76266087128832,132.700339128712,132.73150000000015,2464,56.27509066167611,56.27509066167611,50.10684548468117,NaN,NaN,NaN,NaN
2024-10-22T05:01:00-04:00,132.77,132.78,132.76,132.76,132.76653028800234,132.70046971199793,132.73350000000013,1151,56.27509066167611,56.27509066167611,50.98601055172345,NaN,NaN,NaN,NaN
2024-10-22T05:02:00-04:00,132.77,132.77,132.74,132.75,132.76742177807853,132.70357822192176,132.73550000000014,2326,52.48968732169022,52.48968732169022,51.36190529250887,NaN,NaN,NaN,NaN
2024-10-22T05:03:00-04:00,132.76,132.76,132.74,132.74,132.76673213640956,132.70726786359072,132.73700000000014,1651,48.94415479310273,48.94415479310273,51.68346656293108,NaN,NaN,NaN,NaN
2024-10-22T05:04:00-04:00,132.75,132.76,132.74,132.76,132.76926549053306,132.70873450946723,132.73900000000015,1659,55.42867323249641,55.42867323249641,52.231248181275966,NaN,NaN,NaN,NaN
2024-10-22T05:05:00-04:00,132.76,132.77,132.76,132.76,132.76997806054825,132.71302193945203,132.74150000000014,612,55.42867323249641,55.42867323249641,52.77902979962085,NaN,NaN,NaN,NaN
2024-10-22T05:06:00-04:00,132.76,132.76,132.75,132.75,132.77069574281026,132.71430425719004,132.74250000000015,1102,51.6263987744636,51.6263987744636,53.27616397454858,NaN,NaN,NaN,NaN
2024-10-22T05:07:00-04:00,132.75,132.78,132.75,132.75,132.7703818103148,132.71761818968548,132.74400000000014,2551,51.6263987744636,51.6263987744636,53.28944972423239,NaN,NaN,NaN,NaN
2024-10-22T05:08:00-04:00,132.75,132.76,132.75,132.76,132.77193860614094,132.7190613938594,132.74550000000016,2023,55.19124821076615,55.19124821076615,53.34286754789123,NaN,NaN,NaN,NaN
2024-10-22T05:09:00-04:00,132.77,132.78,132.75,132.76,132.77189262014778,132.7231073798525,132.74750000000014,1704,55.19124821076615,55.19124821076615,53.853380581311136,NaN,NaN,NaN,NaN
2024-10-22T05:10:00-04:00,132.76,132.76,132.74,132.76,132.77257965068227,132.725420349318,132.74900000000014,1339,55.191248210766155,55.191248210766155,54.14299193490995,NaN,NaN,NaN,NaN
2024-10-22T05:11:00-04:00,132.76,132.77,132.75,132.76,132.77283830565923,132.72816169434108,132.75050000000016,1325,55.191248210766155,55.191248210766155,54.22234754318186,NaN,NaN,NaN,NaN
2024-10-22T05:12:00-04:00,132.75,132.75,132.73,132.74,132.7696934030794,132.73330659692087,132.75150000000014,917,46.06008270950182,46.06008270950182,53.44965180421001,NaN,NaN,NaN,NaN
2024-10-22T05:13:00-04:00,132.74,132.74,132.73,132.74,132.7696934030794,132.73330659692087,132.75150000000014,265,46.06008270950182,46.06008270950182,52.92709469386667,NaN,NaN,NaN,NaN
2024-10-22T05:14:00-04:00,132.74,132.76,132.74,132.75,132.7696934030794,132.73330659692087,132.75150000000014,1928,50.782009479415926,50.782009479415926,52.53473175227666,NaN,NaN,NaN,NaN
2024-10-22T05:15:00-04:00,132.75,132.76,132.74,132.75,132.76782970685346,132.73717029314682,132.75250000000014,1233,50.782009479415926,50.782009479415926,52.14236881068665,NaN,NaN,NaN,NaN
2024-10-22T05:16:00-04:00,132.75,132.76,132.72,132.72,132.77177313208378,132.73122686791655,132.75150000000016,2943,38.92598256362216,38.92598256362216,51.173532756538926,NaN,NaN,NaN,NaN
2024-10-22T05:17:00-04:00,132.73,132.74,132.72,132.74,132.7718806109771,132.7301193890232,132.75100000000015,845,47.69353010782567,47.69353010782567,51.084202421876284,NaN,NaN,NaN,NaN
2024-10-22T05:18:00-04:00,132.74,132.74,132.72,132.73,132.77183830565923,132.72716169434108,132.74950000000015,1667,44.27137756426662,44.27137756426662,50.28725273128844,NaN,NaN,NaN,NaN
2024-10-22T05:19:00-04:00,132.73,132.73,132.71,132.73,132.77239560439807,132.72460439560223,132.74850000000015,1406,44.27137756426663,44.27137756426663,49.490303040700596,NaN,NaN,NaN,NaN
2024-10-22T05:20:00-04:00,132.72,132.73,132.71,132.71,132.77456571218184,132.71743428781846,132.74600000000015,2185,37.95449908362789,37.95449908362789,48.51373877706947,NaN,NaN,NaN,NaN
2024-10-22T05:21:00-04:00,132.71,132.72,132.71,132.71,132.77529622482288,132.71170377517743,132.74350000000015,3016,37.95449908362789,37.95449908362789,47.53717451343835,NaN,NaN,NaN,NaN
2024-10-22T05:22:00-04:00,132.72,132.72,132.69,132.7,132.77782390420154,132.70417609579877,132.74100000000016,2729,35.054100496020254,35.054100496020254,46.09880681952792,NaN,NaN,NaN,NaN
2024-10-22T05:23:00-04:00,132.69,132.7,132.68,132.69,132.78152324877814,132.69547675122212,132.73850000000013,4315,32.38864245958632,32.38864245958632,44.47004926587223,NaN,NaN,NaN,NaN
2024-10-22T05:24:00-04:00,132.69,132.7,132.68,132.7,132.78043328298202,132.69056671701827,132.73550000000014,2926,37.50611182506103,37.50611182506103,43.20682523832186,NaN,NaN,NaN,NaN
2024-10-22T05:25:00-04:00,132.69,132.69,132.68,132.68,132.78100757422575,132.68199242577455,132.73150000000015,2038,32.2487989958495,32.2487989958495,41.568078865827815,NaN,NaN,NaN,NaN
2024-10-22T05:26:00-04:00,132.68,132.68,132.64,132.65,132.78659159596418,132.66640840403613,132.72650000000016,3959,26.2948130452949,26.2948130452949,40.15627388981303,NaN,NaN,NaN,NaN
2024-10-22T05:27:00-04:00,132.66,132.67,132.64,132.67,132.78633572613853,132.65866427386175,132.72250000000014,3339,34.921169928039205,34.921169928039205,39.3606372625657,NaN,NaN,NaN,NaN
2024-10-22T05:28:00-04:00,132.67,132.68,132.67,132.67,132.7832993103343,132.65270068966598,132.71800000000013,2912,34.921169928039205,34.921169928039205,38.227720151753076,NaN,NaN,NaN,NaN
2024-10-22T05:29:00-04:00,132.67,132.71,132.67,132.71,132.77794197227155,132.65305802772878,132.71550000000016,4627,48.816244450177514,48.816244450177514,38.087308363950335,NaN,NaN,NaN,NaN
2024-10-22T05:30:00-04:00,132.7,132.72,132.7,132.7,132.77178743485115,132.65321256514915,132.71250000000015,1621,46.162638345622284,46.162638345622284,38.60421234837891,NaN,NaN,NaN,NaN
2024-10-22T05:31:00-04:00,132.71,132.72,132.69,132.7,132.7648082264028,132.65419177359752,132.70950000000016,1819,46.16263834562228,46.16263834562228,38.494862936792956,NaN,NaN,NaN,NaN
2024-10-22T05:32:00-04:00,132.7,132.7,132.68,132.7,132.7611190258476,132.6538809741527,132.70750000000015,972,46.16263834562228,46.16263834562228,38.62995299260407,NaN,NaN,NaN,NaN
2024-10-22T05:33:00-04:00,132.69,132.72,132.69,132.72,132.75837484828998,132.65462515171038,132.70650000000018,1018,52.59904179996156,52.59904179996156,39.224786152296566,NaN,NaN,NaN,NaN
2024-10-22T05:34:00-04:00,132.72,132.73,132.71,132.73,132.75468332944087,132.65631667055948,132.70550000000017,1885,55.46590400444537,55.46590400444537,40.47560078949782,NaN,NaN,NaN,NaN
2024-10-22T05:35:00-04:00,132.72,132.75,132.72,132.74,132.7525394564661,132.6574605435342,132.70500000000015,1605,58.18918829305365,58.18918829305365,41.92093573302822,NaN,NaN,NaN,NaN
2024-10-22T05:36:00-04:00,132.74,132.75,132.73,132.74,132.75555804591275,132.65644195408757,132.70600000000016,1427,58.18918829305365,58.18918829305365,43.573442004244896,NaN,NaN,NaN,NaN
2024-10-22T05:37:00-04:00,132.74,132.75,132.72,132.73,132.75386320839243,132.65713679160785,132.70550000000014,1075,54.335692304753884,54.335692304753884,45.14108842175687,NaN,NaN,NaN,NaN
2024-10-22T05:38:00-04:00,132.73,132.74,132.73,132.73,132.75386320839243,132.65713679160785,132.70550000000014,710,54.335692304753884,54.335692304753884,46.3432013131635,NaN,NaN,NaN,NaN
2024-10-22T05:39:00-04:00,132.73,132.74,132.72,132.73,132.7538632080916,132.65713679190875,132.70550000000017,1974,54.33569230475389,54.33569230475389,47.92083654951381,NaN,NaN,NaN,NaN
2024-10-22T05:40:00-04:00,132.73,132.73,132.72,132.72,132.75474422957345,132.65725577042687,132.70600000000016,851,50.1848230026917,50.1848230026917,49.62726583218501,NaN,NaN,NaN,NaN
2024-10-22T05:41:00-04:00,132.72,132.72,132.7,132.71,132.75474422942418,132.65725577057614,132.70600000000016,1760,46.36998993011759,46.36998993011759,50.445038689476334,NaN,NaN,NaN,NaN
2024-10-22T05:42:00-04:00,132.71,132.72,132.7,132.72,132.75603060178742,132.6579693982129,132.70700000000016,1865,50.42809627051713,50.42809627051713,51.55267628536761,NaN,NaN,NaN,NaN
2024-10-22T05:43:00-04:00,132.72,132.73,132.71,132.72,132.75719291449784,132.65980708550248,132.70850000000016,1340,50.42809627051714,50.42809627051714,51.667808558249014,NaN,NaN,NaN,NaN
2024-10-22T05:44:00-04:00,132.72,132.73,132.71,132.73,132.75939635536983,132.66060364463047,132.71000000000015,2407,54.427436656827744,54.427436656827744,52.258151294763685,NaN,NaN,NaN,NaN
2024-10-22T05:45:00-04:00,132.72,132.72,132.7,132.7,132.75870744069232,132.66329255930805,132.71100000000018,1208,43.17408579970931,43.17408579970931,52.0446832557699,NaN,NaN,NaN,NaN
2024-10-22T05:46:00-04:00,132.7,132.74,132.7,132.74,132.7557367982032,132.67526320179712,132.71550000000016,1791,56.18274567575969,56.18274567575969,52.760405207922574,NaN,NaN,NaN,NaN
2024-10-22T05:47:00-04:00,132.74,132.75,132.74,132.75,132.75663488838958,132.68236511161072,132.71950000000015,1078,58.726538363443545,58.726538363443545,53.19808353388557,NaN,NaN,NaN,NaN
2024-10-22T05:48:00-04:00,132.74,132.75,132.73,132.74,132.7533973667505,132.69260263324986,132.72300000000018,1179,55.270978725542584,55.270978725542584,53.18416029967823,NaN,NaN,NaN,NaN
2024-10-22T05:49:00-04:00,132.73,132.74,132.73,132.74,132.7551431055495,132.69385689445085,132.72450000000018,1299,55.270978725542584,55.270978725542584,52.97571675914173,NaN,NaN,NaN,NaN
2024-10-22T05:50:00-04:00,132.73,132.74,132.73,132.74,132.75567190336835,132.69732809663196,132.72650000000016,629,55.270978725542584,55.270978725542584,52.767273218605226,NaN,NaN,NaN,NaN
2024-10-22T05:51:00-04:00,132.74,132.74,132.73,132.74,132.75553700965267,132.70146299034772,132.7285000000002,267,55.2709787255426,55.2709787255426,52.8340793915187,NaN,NaN,NaN,NaN
2024-10-22T05:52:00-04:00,132.74,132.76,132.74,132.75,132.75621903892457,132.70578096107576,132.73100000000017,2310,58.551420790969836,58.551420790969836,53.135202854819845,NaN,NaN,NaN,NaN
2024-10-22T05:53:00-04:00,132.75,132.77,132.75,132.77,132.76334962146274,132.70365037853765,132.7335000000002,1498,64.20563568145106,64.20563568145106,53.84019881029822,NaN,NaN,NaN,NaN
2024-10-22T05:54:00-04:00,132.77,132.77,132.75,132.75,132.7651431053121,132.7038568946883,132.7345000000002,1055,55.98147342574041,55.98147342574041,54.25424526908741,NaN,NaN,NaN,NaN
2024-10-22T05:55:00-04:00,132.75,132.75,132.73,132.73,132.76459411536354,132.70340588463688,132.7340000000002,1891,49.195274427050926,49.195274427050926,54.45605130458265,NaN,NaN,NaN,NaN
2024-10-22T05:56:00-04:00,132.74,132.74,132.72,132.72,132.7640483480866,132.70195165191376,132.73300000000017,1204,46.180885995859605,46.180885995859605,54.15267914210711,NaN,NaN,NaN,NaN
2024-10-22T05:57:00-04:00,132.73,132.74,132.73,132.74,132.7646608719888,132.70233912801152,132.73350000000016,974,52.455548193577236,52.455548193577236,54.297497136611405,NaN,NaN,NaN,NaN
2024-10-22T05:58:00-04:00,132.74,132.74,132.73,132.74,132.76524099723787,132.7027590027625,132.73400000000018,1393,52.455548193577236,52.455548193577236,54.15664796066494,NaN,NaN,NaN,NaN
2024-10-22T05:59:00-04:00,132.75,132.76,132.73,132.76,132.76865116760655,132.7023488323938,132.73550000000017,1867,58.118529117738106,58.118529117738106,55.224108197667,NaN,NaN,NaN,NaN
2024-10-22T06:00:00-04:00,132.76,132.76,132.74,132.75,132.76992415443073,132.7040758455696,132.73700000000017,1732,54.61571140525476,54.61571140525476,55.11217717834522,NaN,NaN,NaN,NaN
2024-10-22T06:01:00-04:00,132.75,132.77,132.73,132.73,132.76872458203522,132.70727541796512,132.73800000000017,2638,48.340495159948375,48.340495159948375,54.37031694952414,NaN,NaN,NaN,NaN
2024-10-22T06:02:00-04:00,132.74,132.74,132.71,132.71,132.76967141511057,132.70532858488974,132.73750000000015,853,43.01766490346061,43.01766490346061,53.49508024794686,NaN,NaN,NaN,NaN
2024-10-22T06:03:00-04:00,132.71,132.73,132.71,132.73,132.76936877333,132.70663122667034,132.73800000000017,431,49.058387514058005,49.058387514058005,53.05132373284082,NaN,NaN,NaN,NaN
2024-10-22T06:04:00-04:00,132.73,132.74,132.72,132.73,132.76936877379384,132.70663122620644,132.73800000000014,495,49.05838751405801,49.05838751405801,52.60756721773477,NaN,NaN,NaN,NaN
2024-10-22T06:05:00-04:00,132.73,132.74,132.73,132.74,132.76607680873354,132.71392319126676,132.74000000000015,1257,52.00858812700736,52.00858812700736,52.37453931783939,NaN,NaN,NaN,NaN
2024-10-22T06:06:00-04:00,132.73,132.74,132.73,132.73,132.76593860751692,132.71306139248335,132.73950000000013,353,48.95532996618316,48.95532996618316,51.689104258926065,NaN,NaN,NaN,NaN
2024-10-22T06:07:00-04:00,132.73,132.74,132.72,132.72,132.76527636347635,132.71072363652388,132.7380000000001,1068,46.04428521917858,46.04428521917858,50.39186494019231,NaN,NaN,NaN,NaN
2024-10-22T06:08:00-04:00,132.72,132.74,132.72,132.73,132.76497726281562,132.71002273718463,132.73750000000013,694,49.29152340888807,49.29152340888807,49.91401136756001,NaN,NaN,NaN,NaN
2024-10-22T06:09:00-04:00,132.74,132.75,132.72,132.72,132.76497806105925,132.70802193894104,132.73650000000015,1435,46.291253540296225,46.291253540296225,49.70658130422038,NaN,NaN,NaN,NaN
2024-10-22T06:10:00-04:00,132.73,132.73,132.69,132.73,132.76456571294597,132.7074342870543,132.73600000000013,2770,49.59528323457106,49.59528323457106,49.950466821271206,NaN,NaN,NaN,NaN
2024-10-22T06:11:00-04:00,132.72,132.72,132.7,132.71,132.76514310673664,132.70385689326358,132.7345000000001,957,43.79277140199309,43.79277140199309,49.331697050443765,NaN,NaN,NaN,NaN
2024-10-22T06:12:00-04:00,132.71,132.73,132.71,132.72,132.76339736770788,132.70260263229235,132.73300000000012,1541,47.123888194983394,47.123888194983394,48.950864193401344,NaN,NaN,NaN,NaN
2024-10-22T06:13:00-04:00,132.73,132.74,132.72,132.73,132.75621903950156,132.7057809604987,132.73100000000014,2139,50.296173199866324,50.296173199866324,48.392124484981935,NaN,NaN,NaN,NaN
2024-10-22T06:14:00-04:00,132.73,132.74,132.72,132.73,132.75366431852615,132.70633568147412,132.73000000000013,1361,50.296173199866324,50.296173199866324,48.083586041739906,NaN,NaN,NaN,NaN
2024-10-22T06:15:00-04:00,132.73,132.74,132.72,132.74,132.75456241761256,132.70643758238774,132.73050000000015,1545,53.529568188741294,53.529568188741294,48.45423411522511,NaN,NaN,NaN,NaN
2024-10-22T06:16:00-04:00,132.74,132.74,132.71,132.71,132.75529822038672,132.70470177961354,132.73000000000013,926,44.233024622170895,44.233024622170895,48.541045523704426,NaN,NaN,NaN,NaN
2024-10-22T06:17:00-04:00,132.71,132.71,132.69,132.69,132.75774896639223,132.69725103360804,132.72750000000013,1275,39.329186188307276,39.329186188307276,47.84610257186508,NaN,NaN,NaN,NaN
2024-10-22T06:18:00-04:00,132.7,132.7,132.68,132.68,132.76054164232357,132.68845835767667,132.72450000000012,1634,37.1136547016151,37.1136547016151,46.992907370976305,NaN,NaN,NaN,NaN
2024-10-22T06:19:00-04:00,132.68,132.7,132.68,132.69,132.7561567914048,132.68584320859543,132.72100000000012,1461,40.71052872508601,40.71052872508601,46.18590312798192,NaN,NaN,NaN,NaN
2024-10-22T06:20:00-04:00,132.69,132.69,132.67,132.68,132.7543103238526,132.6806896761477,132.71750000000014,993,38.34841412773598,38.34841412773598,45.42826628237855,NaN,NaN,NaN,NaN
2024-10-22T06:21:00-04:00,132.67,132.67,132.65,132.66,132.75799999984122,132.670000000159,132.7140000000001,1778,34.08836095742103,34.08836095742103,44.574271692253014,NaN,NaN,NaN,NaN
2024-10-22T06:22:00-04:00,132.67,132.68,132.66,132.68,132.75892197733975,132.66607802266049,132.71250000000012,2408,41.13105102373562,41.13105102373562,43.99138080759927,NaN,NaN,NaN,NaN
2024-10-22T06:23:00-04:00,132.67,132.68,132.65,132.65,132.76151886427851,132.65548113572174,132.70850000000013,2139,35.076657931181614,35.076657931181614,43.190338264091075,NaN,NaN,NaN,NaN
2024-10-22T06:24:00-04:00,132.65,132.67,132.65,132.67,132.76008021603658,132.65091978396364,132.70550000000011,553,41.28199689461929,41.28199689461929,42.59653209695166,NaN,NaN,NaN,NaN
2024-10-22T06:25:00-04:00,132.67,132.68,132.67,132.67,132.75625863952845,132.64774136047183,132.70200000000014,1308,41.28199689461929,41.28199689461929,42.41719106071067,NaN,NaN,NaN,NaN
2024-10-22T06:26:00-04:00,132.67,132.67,132.65,132.66,132.75409676202585,132.64290323797442,132.69850000000014,1681,39.11410600103046,39.11410600103046,41.84506376114261,NaN,NaN,NaN,NaN
2024-10-22T06:27:00-04:00,132.66,132.68,132.66,132.67,132.75199999973452,132.6400000002657,132.6960000000001,1811,42.373122049475604,42.373122049475604,41.27913153611471,NaN,NaN,NaN,NaN
2024-10-22T06:28:00-04:00,132.67,132.69,132.67,132.68,132.74763871015503,132.63936128984525,132.69350000000014,1374,45.51392041066072,45.51392041066072,40.93754205117144,NaN,NaN,NaN,NaN
2024-10-22T06:29:00-04:00,132.69,132.69,132.67,132.68,132.74451886414127,132.638481135859,132.69150000000013,1106,45.51392041066072,45.51392041066072,40.36499578130855,NaN,NaN,NaN,NaN
2024-10-22T06:30:00-04:00,132.68,132.68,132.66,132.68,132.73915974431304,132.63884025568723,132.68900000000014,2045,45.513920410660724,45.513920410660724,40.45648833762925,NaN,NaN,NaN,NaN
2024-10-22T06:31:00-04:00,132.68,132.7,132.67,132.68,132.7368457188929,132.63815428110732,132.6875000000001,1883,45.513920410660724,45.513920410660724,40.89825506779736,NaN,NaN,NaN,NaN
2024-10-22T06:32:00-04:00,132.67,132.68,132.67,132.68,132.73260626256342,132.6383937374368,132.6855000000001,1109,45.513920410660724,45.513920410660724,41.4982740470149,NaN,NaN,NaN,NaN
2024-10-22T06:33:00-04:00,132.68,132.68,132.67,132.68,132.72547352098655,132.64052647901366,132.6830000000001,261,45.51392041066072,45.51392041066072,41.84137345312738,NaN,NaN,NaN,NaN
2024-10-22T06:34:00-04:00,132.68,132.69,132.67,132.68,132.71709234865884,132.64390765134138,132.6805000000001,1368,45.51392041066072,45.51392041066072,42.353195330479146,NaN,NaN,NaN,NaN
2024-10-22T06:35:00-04:00,132.68,132.69,132.66,132.66,132.70201470125804,132.6509852987422,132.67650000000012,3370,38.46937635814524,38.46937635814524,42.66612500195945,NaN,NaN,NaN,NaN
2024-10-22T06:36:00-04:00,132.65,132.66,132.65,132.65,132.69654343719736,132.65045656280284,132.6735000000001,1329,35.509913174148,35.509913174148,42.26461515556032,NaN,NaN,NaN,NaN
2024-10-22T06:37:00-04:00,132.65,132.65,132.64,132.64,132.69699999992355,132.64500000007666,132.6710000000001,2275,32.79307008579946,32.79307008579946,42.10150173803303,NaN,NaN,NaN,NaN
2024-10-22T06:38:00-04:00,132.65,132.66,132.65,132.65,132.69668455355293,132.64231544644736,132.66950000000014,2612,37.90904024103438,37.90904024103438,41.860576262776966,NaN,NaN,NaN,NaN
2024-10-22T06:39:00-04:00,132.65,132.67,132.65,132.66,132.69376819645046,132.64223180354983,132.66800000000015,421,42.61348607172479,42.61348607172479,41.9556826325702,NaN,NaN,NaN,NaN
2024-10-22T06:40:00-04:00,132.66,132.66,132.65,132.65,132.69278687818522,132.64021312181504,132.66650000000013,484,39.39873697940727,39.39873697940727,41.97601341673998,NaN,NaN,NaN,NaN
2024-10-22T06:41:00-04:00,132.65,132.65,132.64,132.64,132.6941181756748,132.63688182432546,132.66550000000012,1645,36.438382029091684,36.438382029091684,41.55210341528398,NaN,NaN,NaN,NaN
2024-10-22T06:42:00-04:00,132.64,132.66,132.64,132.65,132.69256571243656,132.63543428756375,132.66400000000016,463,41.19664333185282,41.19664333185282,41.243726481083414,NaN,NaN,NaN,NaN
2024-10-22T06:43:00-04:00,132.65,132.66,132.64,132.65,132.69256571243656,132.63543428756375,132.66400000000016,1662,41.19664333185282,41.19664333185282,40.93534954688285,NaN,NaN,NaN,NaN
2024-10-22T06:44:00-04:00,132.64,132.65,132.62,132.62,132.6957198767846,132.62728012321566,132.66150000000013,2614,32.68377093328151,32.68377093328151,40.01891029849862,NaN,NaN,NaN,NaN
2024-10-22T06:45:00-04:00,132.63,132.64,132.62,132.64,132.69521363327868,132.6247863667216,132.66000000000014,2614,41.38039338099745,41.38039338099745,39.723658367808376,NaN,NaN,NaN,NaN
2024-10-22T06:46:00-04:00,132.64,132.64,132.63,132.63,132.69606327923037,132.62093672076992,132.65850000000015,774,38.68902405194145,38.68902405194145,39.236165770757005,NaN,NaN,NaN,NaN
2024-10-22T06:47:00-04:00,132.64,132.64,132.62,132.64,132.69499999915638,132.61900000084393,132.65700000000015,3453,42.70231324904711,42.70231324904711,39.0353366877846,NaN,NaN,NaN,NaN
2024-10-22T06:48:00-04:00,132.63,132.64,132.62,132.63,132.69269685764152,132.6163031423588,132.65450000000016,1163,39.89031905231552,39.89031905231552,38.633650876474235,NaN,NaN,NaN,NaN
2024-10-22T06:49:00-04:00,132.63,132.63,132.62,132.63,132.6897359241674,132.61426407583286,132.65200000000013,989,39.89031905231552,39.89031905231552,38.73514678320068,NaN,NaN,NaN,NaN
2024-10-22T06:50:00-04:00,132.62,132.63,132.61,132.62,132.6868945897613,132.61110541023905,132.64900000000017,4477,37.05998543908622,37.05998543908622,38.845866230696274,NaN,NaN,NaN,NaN
2024-10-22T06:51:00-04:00,132.61,132.62,132.61,132.62,132.6830944733959,132.60890552660442,132.64600000000016,1143,37.059985439086205,37.059985439086205,39.150645898788184,NaN,NaN,NaN,NaN
2024-10-22T06:52:00-04:00,132.62,132.62,132.61,132.61,132.67931032405028,132.60568967595003,132.64250000000015,1352,34.2422406155938,34.2422406155938,38.888731639828144,NaN,NaN,NaN,NaN
2024-10-22T06:53:00-04:00,132.61,132.63,132.61,132.63,132.67286335281398,132.60713664718634,132.64000000000016,2496,43.49548892759413,43.49548892759413,38.95173184381881,NaN,NaN,NaN,NaN
2024-10-22T06:54:00-04:00,132.63,132.64,132.62,132.64,132.66527636240943,132.61072363759092,132.63800000000018,1404,47.47532574494871,47.47532574494871,39.52863104135748,NaN,NaN,NaN,NaN
2024-10-22T06:55:00-04:00,132.64,132.66,132.63,132.65,132.66348076049033,132.61151923951005,132.6375000000002,3214,51.17853009762016,51.17853009762016,40.58149876053808,NaN,NaN,NaN,NaN
2024-10-22T06:56:00-04:00,132.65,132.66,132.65,132.65,132.66348076049033,132.61151923951005,132.6375000000002,2005,51.17853009762016,51.17853009762016,41.294490672378615,NaN,NaN,NaN,NaN
2024-10-22T06:57:00-04:00,132.64,132.66,132.64,132.66,132.66626688529618,132.6107331147042,132.6385000000002,2358,54.86881906634107,54.86881906634107,42.27107465341349,NaN,NaN,NaN,NaN
2024-10-22T06:58:00-04:00,132.66,132.66,132.64,132.65,132.66626688529618,132.6107331147042,132.6385000000002,2410,50.7386035168007,50.7386035168007,43.560705552236286,NaN,NaN,NaN,NaN
2024-10-22T06:59:00-04:00,132.65,132.66,132.65,132.66,132.66626688529618,132.6107331147042,132.6385000000002,1089,54.43251785399067,54.43251785399067,44.49300015745009,NaN,NaN,NaN,NaN
2024-10-22T07:00:00-04:00,132.66,132.67,132.65,132.66,132.6679136636961,132.61008633630425,132.63900000000018,3883,54.432517853990674,54.432517853990674,45.61753542902504,NaN,NaN,NaN,NaN
2024-10-22T07:01:00-04:00,132.65,132.66,132.64,132.65,132.66880870090677,132.61019129909357,132.63950000000017,2797,50.077480006927445,50.077480006927445,46.144333054587925,NaN,NaN,NaN,NaN
2024-10-22T07:02:00-04:00,132.65,132.65,132.62,132.62,132.6680665910704,132.60793340893,132.6380000000002,2136,39.79179954847827,39.79179954847827,46.13729594717097,NaN,NaN,NaN,NaN
2024-10-22T07:03:00-04:00,132.62,132.63,132.62,132.63,132.6667321364096,132.60726786359075,132.63700000000017,281,43.926212762078336,43.926212762078336,46.425574069296886,NaN,NaN,NaN,NaN
2024-10-22T07:04:00-04:00,132.62,132.62,132.61,132.62,132.66673213616485,132.6072678638355,132.63700000000017,1983,40.901512884965555,40.901512884965555,46.6999688868597,NaN,NaN,NaN,NaN
2024-10-22T07:05:00-04:00,132.62,132.64,132.61,132.64,132.6667321364096,132.60726786359075,132.63700000000017,2027,48.534421544801994,48.534421544801994,47.5195714658394,NaN,NaN,NaN,NaN
