Datetime,Adj Close,Close,High,Low,Open,Volume
2024-09-30 13:30:00+00:00,5727.089844,5727.089844,5728.080078,5724.669922,5726.52002,0.0
2024-09-30 13:31:00+00:00,5731.439941,5731.439941,5731.439941,5726.299805,5726.950195,14093053.0
2024-09-30 13:32:00+00:00,5730.970215,5730.970215,5732.129883,5730.830078,5731.439941,11570270.0
2024-09-30 13:33:00+00:00,5733.140137,5733.140137,5733.609863,5730.410156,5731.129883,10673152.0
2024-09-30 13:34:00+00:00,5733.310059,5733.310059,5733.720215,5731.120117,5733.129883,10360339.0
2024-09-30 13:35:00+00:00,5732.819824,5732.819824,5734.430176,5732.169922,5733.339844,8938003.0
2024-09-30 13:36:00+00:00,5736.080078,5736.080078,5736.459961,5732.930176,5732.930176,9613272.0
2024-09-30 13:37:00+00:00,5736.339844,5736.339844,5737.5,5735.910156,5736.330078,9451906.0
2024-09-30 13:38:00+00:00,5734.0,5734.0,5736.740234,5734.0,5736.459961,8034936.0
2024-09-30 13:39:00+00:00,5733.700195,5733.700195,5734.419922,5733.160156,5733.589844,7282335.0
2024-09-30 13:40:00+00:00,5733.149902,5733.149902,5734.399902,5733.009766,5733.52002,7290729.0
2024-09-30 13:41:00+00:00,5731.939941,5731.939941,5733.529785,5731.180176,5733.189941,6901949.0
2024-09-30 13:42:00+00:00,5731.259766,5731.259766,5733.009766,5731.220215,5732.129883,6598225.0
2024-09-30 13:43:00+00:00,5730.27002,5730.27002,5731.470215,5730.209961,5731.089844,5849259.0
2024-09-30 13:44:00+00:00,5731.759766,5731.759766,5731.910156,5729.939941,5730.100098,5914819.0
2024-09-30 13:45:00+00:00,5731.410156,5731.410156,5734.140137,5731.140137,5734.140137,7432763.0
2024-09-30 13:46:00+00:00,5732.509766,5732.509766,5732.669922,5731.069824,5731.490234,5863136.0
2024-09-30 13:47:00+00:00,5733.279785,5733.279785,5733.959961,5732.569824,5732.569824,6034771.0
2024-09-30 13:48:00+00:00,5733.450195,5733.450195,5734.140137,5732.850098,5733.060059,6407664.0
2024-09-30 13:49:00+00:00,5733.529785,5733.529785,5734.200195,5732.450195,5733.589844,5657690.0
2024-09-30 13:50:00+00:00,5732.700195,5732.700195,5734.189941,5732.569824,5733.509766,6007510.0
2024-09-30 13:51:00+00:00,5731.790039,5731.790039,5732.839844,5731.25,5732.540039,5796623.0
2024-09-30 13:52:00+00:00,5733.870117,5733.870117,5734.279785,5731.589844,5731.759766,5203559.0
2024-09-30 13:53:00+00:00,5733.450195,5733.450195,5734.149902,5732.149902,5733.859863,5540099.0
2024-09-30 13:54:00+00:00,5731.339844,5731.339844,5733.47998,5731.080078,5733.47998,6519110.0
2024-09-30 13:55:00+00:00,5731.049805,5731.049805,5731.589844,5730.200195,5731.189941,5670803.0
2024-09-30 13:56:00+00:00,5730.080078,5730.080078,5732.680176,5729.899902,5730.990234,5570970.0
2024-09-30 13:57:00+00:00,5729.910156,5729.910156,5730.5,5729.399902,5730.069824,5939809.0
2024-09-30 13:58:00+00:00,5730.200195,5730.200195,5731.299805,5729.049805,5729.709961,5452131.0
2024-09-30 13:59:00+00:00,5728.240234,5728.240234,5730.830078,5727.819824,5729.97998,5602400.0
2024-09-30 14:00:00+00:00,5728.290039,5728.290039,5728.509766,5726.609863,5728.359863,6910073.0
2024-09-30 14:01:00+00:00,5730.839844,5730.839844,5730.839844,5728.490234,5728.490234,7136998.0
2024-09-30 14:02:00+00:00,5732.029785,5732.029785,5732.049805,5730.669922,5730.799805,6080096.0
2024-09-30 14:03:00+00:00,5730.709961,5730.709961,5732.180176,5730.459961,5732.180176,5774936.0
2024-09-30 14:04:00+00:00,5728.899902,5728.899902,5730.97998,5728.899902,5730.790039,4831234.0
2024-09-30 14:05:00+00:00,5731.370117,5731.370117,5731.470215,5728.609863,5729.02002,5132472.0
2024-09-30 14:06:00+00:00,5731.75,5731.75,5731.939941,5729.75,5731.509766,5692614.0
2024-09-30 14:07:00+00:00,5730.839844,5730.839844,5731.890137,5730.600098,5731.629883,4946779.0
2024-09-30 14:08:00+00:00,5730.109863,5730.109863,5730.910156,5729.25,5730.669922,5200764.0
2024-09-30 14:09:00+00:00,5731.299805,5731.299805,5731.379883,5728.299805,5730.009766,6027084.0
2024-09-30 14:10:00+00:00,5730.890137,5730.890137,5731.140137,5729.27002,5731.140137,4721217.0
2024-09-30 14:11:00+00:00,5731.100098,5731.100098,5731.790039,5730.700195,5730.930176,4921621.0
2024-09-30 14:12:00+00:00,5729.830078,5729.830078,5731.200195,5729.629883,5731.160156,4222300.0
2024-09-30 14:13:00+00:00,5729.100098,5729.100098,5730.220215,5729.069824,5729.830078,4085482.0
2024-09-30 14:14:00+00:00,5728.370117,5728.370117,5729.790039,5728.370117,5729.220215,5104049.0
2024-09-30 14:15:00+00:00,5727.040039,5727.040039,5729.439941,5726.600098,5728.299805,6325978.0
2024-09-30 14:16:00+00:00,5727.899902,5727.899902,5728.209961,5727.0,5727.149902,5177030.0
2024-09-30 14:17:00+00:00,5726.790039,5726.790039,5728.120117,5726.529785,5727.850098,5384368.0
2024-09-30 14:18:00+00:00,5727.450195,5727.450195,5727.450195,5726.439941,5726.790039,5116814.0
2024-09-30 14:19:00+00:00,5726.810059,5726.810059,5727.459961,5726.609863,5727.330078,3951284.0
2024-09-30 14:20:00+00:00,5727.759766,5727.759766,5728.779785,5726.640137,5726.810059,4991186.0
2024-09-30 14:21:00+00:00,5728.600098,5728.600098,5728.600098,5727.279785,5727.609863,4315962.0
2024-09-30 14:22:00+00:00,5727.5,5727.5,5728.609863,5727.0,5728.609863,4372438.0
2024-09-30 14:23:00+00:00,5726.72998,5726.72998,5727.830078,5726.689941,5727.350098,3656650.0
2024-09-30 14:24:00+00:00,5725.709961,5725.709961,5726.810059,5725.490234,5726.810059,4696501.0
2024-09-30 14:25:00+00:00,5724.52002,5724.52002,5726.209961,5724.350098,5725.720215,5144907.0
2024-09-30 14:26:00+00:00,5728.100098,5728.100098,5728.310059,5724.379883,5724.470215,5881121.0
2024-09-30 14:27:00+00:00,5729.209961,5729.209961,5729.290039,5727.339844,5727.899902,4587319.0
2024-09-30 14:28:00+00:00,5728.75,5728.75,5729.470215,5727.680176,5729.470215,4550114.0
2024-09-30 14:29:00+00:00,5730.529785,5730.529785,5730.529785,5728.839844,5729.089844,4586635.0
2024-09-30 14:30:00+00:00,5731.370117,5731.370117,5732.47998,5730.419922,5730.419922,5581300.0
