Datetime,Adj Close,Close,High,Low,Open,Volume
2024-12-01 22:10:00+00:00,,,,,,
2024-12-01 23:00:00+00:00,103.05078125,103.05078125,103.06640625,103.04296875,103.0546875,0.0
2024-12-01 23:01:00+00:00,103.03515625,103.03515625,103.05078125,103.03515625,103.046875,1030.0
2024-12-01 23:02:00+00:00,103.03515625,103.03515625,103.0390625,102.83203125,103.03515625,1465.0
2024-12-01 23:03:00+00:00,103.03125,103.03125,103.03515625,102.82421875,103.03515625,2004.0
2024-12-01 23:04:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,191.0
2024-12-01 23:05:00+00:00,103.03125,103.03125,103.03515625,103.03125,103.03125,79.0
2024-12-01 23:06:00+00:00,103.03125,103.03125,103.03515625,103.03125,103.03515625,23.0
2024-12-01 23:07:00+00:00,103.03125,103.03125,103.03515625,103.03125,103.03125,139.0
2024-12-01 23:08:00+00:00,,,,,,
2024-12-01 23:09:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,119.0
2024-12-01 23:10:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,118.0
2024-12-01 23:11:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,88.0
2024-12-01 23:12:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,244.0
2024-12-01 23:13:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,68.0
2024-12-01 23:14:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,57.0
2024-12-01 23:15:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,95.0
2024-12-01 23:16:00+00:00,103.02734375,103.02734375,103.03125,103.02734375,103.03125,410.0
2024-12-01 23:17:00+00:00,103.03125,103.03125,103.03125,103.02734375,103.02734375,141.0
2024-12-01 23:18:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,68.0
2024-12-01 23:19:00+00:00,103.02734375,103.02734375,103.03125,103.02734375,103.03125,153.0
2024-12-01 23:20:00+00:00,103.03125,103.03125,103.03125,103.02734375,103.02734375,62.0
2024-12-01 23:21:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,31.0
2024-12-01 23:22:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,5.0
2024-12-01 23:23:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,110.0
2024-12-01 23:24:00+00:00,103.03125,103.03125,103.03125,103.02734375,103.02734375,19.0
2024-12-01 23:25:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,50.0
2024-12-01 23:26:00+00:00,103.03125,103.03125,103.03125,103.02734375,103.03125,515.0
2024-12-01 23:27:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,3.0
2024-12-01 23:28:00+00:00,,,,,,
2024-12-01 23:29:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,27.0
2024-12-01 23:30:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,14.0
2024-12-01 23:31:00+00:00,,,,,,
2024-12-01 23:32:00+00:00,,,,,,
2024-12-01 23:33:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,340.0
2024-12-01 23:34:00+00:00,,,,,,
2024-12-01 23:35:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,50.0
2024-12-01 23:36:00+00:00,,,,,,
2024-12-01 23:37:00+00:00,,,,,,
2024-12-01 23:38:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,10.0
2024-12-01 23:39:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,88.0
2024-12-01 23:40:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,133.0
2024-12-01 23:41:00+00:00,,,,,,
2024-12-01 23:42:00+00:00,,,,,,
2024-12-01 23:43:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,5.0
2024-12-01 23:44:00+00:00,103.03125,103.03125,103.03125,103.03125,103.03125,156.0
2024-12-01 23:45:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,197.0
2024-12-01 23:46:00+00:00,103.02734375,103.02734375,103.02734375,103.02734375,103.02734375,41.0
2024-12-01 23:47:00+00:00,,,,,,
