Datetime,Close,High,Low,Open,Volume
2025-01-29 05:00:00+00:00,109.203125,109.21875,109.203125,109.21875,0.0
2025-01-29 05:01:00+00:00,109.203125,109.21875,109.203125,109.21875,51.0
2025-01-29 05:02:00+00:00,,,,,
2025-01-29 05:03:00+00:00,109.21875,109.21875,109.21875,109.21875,1380.0
2025-01-29 05:04:00+00:00,109.234375,109.234375,109.234375,109.234375,1.0
2025-01-29 05:05:00+00:00,109.21875,109.21875,109.21875,109.21875,635.0
2025-01-29 05:06:00+00:00,109.21875,109.21875,109.21875,109.21875,295.0
2025-01-29 05:07:00+00:00,109.21875,109.21875,109.21875,109.21875,421.0
2025-01-29 05:08:00+00:00,109.203125,109.21875,109.203125,109.21875,607.0
2025-01-29 05:09:00+00:00,109.21875,109.21875,109.203125,109.203125,45.0
2025-01-29 05:10:00+00:00,109.21875,109.21875,109.203125,109.203125,116.0
2025-01-29 05:11:00+00:00,,,,,
2025-01-29 05:12:00+00:00,109.203125,109.203125,109.203125,109.203125,44.0
2025-01-29 05:13:00+00:00,109.203125,109.203125,109.203125,109.203125,21.0
2025-01-29 05:14:00+00:00,109.203125,109.203125,109.203125,109.203125,58.0
2025-01-29 05:15:00+00:00,109.203125,109.203125,109.203125,109.203125,2.0
2025-01-29 05:16:00+00:00,109.203125,109.21875,109.203125,109.21875,45.0
2025-01-29 05:17:00+00:00,109.203125,109.203125,109.203125,109.203125,1103.0
2025-01-29 05:18:00+00:00,109.1875,109.1875,109.1875,109.1875,44.0
2025-01-29 05:19:00+00:00,109.1875,109.1875,109.1875,109.1875,1.0
2025-01-29 05:20:00+00:00,109.203125,109.203125,109.203125,109.203125,983.0
2025-01-29 05:21:00+00:00,109.203125,109.203125,109.203125,109.203125,213.0
2025-01-29 05:22:00+00:00,109.1875,109.1875,109.1875,109.1875,25.0
2025-01-29 05:23:00+00:00,109.1875,109.1875,109.1875,109.1875,37.0
2025-01-29 05:24:00+00:00,109.1875,109.1875,109.1875,109.1875,44.0
2025-01-29 05:25:00+00:00,109.1875,109.1875,109.1875,109.1875,1.0
2025-01-29 05:26:00+00:00,109.1875,109.1875,109.1875,109.1875,69.0
2025-01-29 05:27:00+00:00,109.1875,109.203125,109.1875,109.203125,36.0
2025-01-29 05:28:00+00:00,109.1875,109.1875,109.1875,109.1875,1733.0
2025-01-29 05:29:00+00:00,109.203125,109.203125,109.1875,109.203125,20.0
2025-01-29 05:30:00+00:00,109.203125,109.203125,109.1875,109.1875,31.0
2025-01-29 05:31:00+00:00,109.203125,109.203125,109.203125,109.203125,155.0
2025-01-29 05:32:00+00:00,109.203125,109.203125,109.203125,109.203125,1.0
2025-01-29 05:33:00+00:00,,,,,
2025-01-29 05:34:00+00:00,,,,,
2025-01-29 05:35:00+00:00,,,,,
2025-01-29 05:36:00+00:00,109.21875,109.21875,109.203125,109.203125,25.0
2025-01-29 05:37:00+00:00,,,,,
2025-01-29 05:38:00+00:00,109.203125,109.21875,109.203125,109.21875,20.0
2025-01-29 05:39:00+00:00,109.203125,109.203125,109.203125,109.203125,52.0
2025-01-29 05:40:00+00:00,,,,,
2025-01-29 05:41:00+00:00,109.203125,109.203125,109.203125,109.203125,230.0
2025-01-29 05:42:00+00:00,,,,,
2025-01-29 05:43:00+00:00,,,,,
2025-01-29 05:44:00+00:00,109.1875,109.1875,109.1875,109.1875,426.0
2025-01-29 05:45:00+00:00,109.1875,109.1875,109.1875,109.1875,207.0
2025-01-29 05:46:00+00:00,109.1875,109.203125,109.1875,109.1875,25.0
2025-01-29 05:47:00+00:00,109.1875,109.203125,109.1875,109.203125,166.0
2025-01-29 05:48:00+00:00,109.1875,109.203125,109.1875,109.1875,33.0
2025-01-29 05:49:00+00:00,109.1875,109.1875,109.1875,109.1875,3.0
2025-01-29 05:50:00+00:00,109.1875,109.203125,109.1875,109.203125,11.0
